Finix Merchant Number,DBA,Action,,
MU6FFvXf5gRtU951R5C4e8fN,THE BOTTLEFLY INC,Update non amex to 25 bps,,
MU6fGP8FapuNWjaaMhrb71gU,FRED STARRH JR LLC,Update non amex to 25 bps,,
MU6FVqMAzCEuDKGCoXwAaU1F,ONE OF A KIND CONCEPTS INC.,Update non amex to 25 bps,,
MU6g423Xj2YzPTrizMDrcauC,National Commission,Update non amex to 25 bps,,
MU6gMS2mbKv1mkqHjW6RZ4ma,Vortex Climate Control LLC,Update non amex to 25 bps,,
MU6Gz6oyUSmBxXtjUMsscKJ5,"TWENTY-THREE PERRY STREET, INC.",Update non amex to 25 bps,,
MU6hCcE36zoYLPm3QApVrtPa,Tiffin Athletic Mats LLC,Update non amex to 25 bps,,
MU6HfPAh97fsXqnWttyDXcHE,Nelson Plant Food,Update non amex to 25 bps,,
MU6hJNaunJ3DvNa1r2WqxJSh,Pet Goods & More LLC,Update non amex to 25 bps,,
MU6hK4uFkGAhy5wgpEh3ZaEW,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MU6J2tFgjzqfhG1otkqPz35m,Southcrest Consulting LLC,Update non amex to 25 bps,,
MU6JAjMvVii1WJkP5PhVwD2P,"Laterra & Hodge, LLC",Update non amex to 25 bps,,
MU6jSbSNz85skPnbXwLmJVmb,M&H SALON LLC,Update non amex to 25 bps,,
MU6JubuU7BXMEe3c9U7W4ndw,Artesian CPA LLC,Update non amex to 25 bps,,
MU6K7brNJyQGbtBRKeKLqCGQ,AR Training Solutions LLC,Update non amex to 25 bps,,
MU6kDMfz2PCpctzzGZigG8bH,OLLE & RIINA LLC,Update non amex to 25 bps,,
MU6kDUyfmQe98bKncjbz8K9N,Orlando Magic Ltd,Update non amex to 25 bps,,
MU6kXvZ1haQ8cPzYdX7wbSDv,Vivid Remodeling and Design LLC,Update non amex to 25 bps,,
MU6L75pqZndBXQAjKd23eG3T,Geekvalve,Update non amex to 25 bps,,
MU6LDc1dtngqJLGMArb7YYR3,Celebrity Dairy LLC,Update non amex to 25 bps,,
MU6LS1r2BpoJV9vWM5fQbjqg,Dale Kressin DVM,Update non amex to 25 bps,,
MU6MrzCKwj8Jha9Vk8rHpJLZ,Carp Inc,Update non amex to 25 bps,,
MU6NCpCdKCRJ6eH2NiZFmbxa,increditbuilt  media llc,Update non amex to 25 bps,,
MU6NdMQNjQZreEp1aTibrqg5,SG Program Insurance,Update non amex to 25 bps,,
MU6nWCNaFNWpnrrHaf6T4dym,Botanical Cuisine,Update non amex to 25 bps,,
MU6nwWJERPjYoHLPqEutgT7e,ReadyMenu.com LLC,Update non amex to 25 bps,,
MU6PhRD4o1quGupXppyixWNi,Fattmerchant Inc,Update non amex to 25 bps,,
MU6rnbGXPALec1Zh8b38juMm,Turbine Yellow Jacket Partners,Update non amex to 25 bps,,
MU6sW5dj9H9zcTAhLzaE9zYQ,Malhotra Center for Plastic Surgery,Update non amex to 25 bps,,
MU6t5EE5WZ1NKaXjTpm3Lrs7,Arizona State Urological Institute,Update non amex to 25 bps,,
MU6TeBrZ9VjKCbTnrM2BCyxg,Koenig Electric LLC,Update non amex to 25 bps,,
MU6TEQ4jK8wcWKvtPfKrnSsp,"DCD IDID Enterprise, LLC",Update non amex to 25 bps,,
MU6TQ6928Bu2EBQ7qmFp1VAA,Quarry,Update non amex to 25 bps,,
MU6TuW1qtz2JorDeK9rY4jrv,Yes Care LLC,Update non amex to 25 bps,,
MU6u36xXnFQCa9C6m1632Tkq,Tribunus LLC,Update non amex to 25 bps,,
MU6U7AUgSEZHQapW13M9GSyY,Kenny Kain & Jablonsky LLC,Update non amex to 25 bps,,
MU6vhuDyhthCfr3boq4pdU78,The Box Med Spa,Update non amex to 25 bps,,
MU6w43xrrM3dHan2Yfq6Fw3Y,Coffee  Espresso Repair,Update non amex to 25 bps,,
MU6won1gYQWKhV5W2f2Xh78Y,Igar Bridal Inc,Update non amex to 25 bps,,
MU6XBFA9fJq6fJZ1bZSLKM7f,Forever Gymnastics LLC,Update non amex to 25 bps,,
MU6Y7YeMFseWkwvwYLx7FL7Y,PETIT SMILES LLC,Update non amex to 25 bps,,
MU6ynGyejsF8BhiUHHepFiza,"David W. Lyter, MD, MPH",Update non amex to 25 bps,,
MU6ZbbQTzAt2KBMgeFdvaieN,Saratoga Dental Care PLLC,Update non amex to 25 bps,,
MU6ZgyS1tfdP25QWN4hkXpPx,Griffin Pools Inc.,Update non amex to 25 bps,,
MU6zSafyEcMHXDRVi9oQTKNj,BDC Pros LLC,Update non amex to 25 bps,,
MU727uo7M5tmRKK5ZYhxHFsa,Exact Construction and Restoration LLC,Update non amex to 25 bps,,
MU72dDesw6bEwgfmXYj7iwZW,McCall Environmental Inc,Update non amex to 25 bps,,
MU72EDTJzPZLFDL4HCtLSCPt,Aaron Zatz,Update non amex to 25 bps,,
MU73h6bs3EZnrSLhUHSxGpj,The Flower Shoppe,Update non amex to 25 bps,,
MU73NpNPDu3As35RdmMXCdba,Core Communicators South LLC,Update non amex to 25 bps,,
MU75khVCMZzLW5A5cE8xfGG9,Aero Fx Inc,Update non amex to 25 bps,,
MU76qxZiuc7SFyEmmZuvNnjV,"Greenfield Dental, PLLC",Update non amex to 25 bps,,
MU78NnXbX5MiEDBBftJeeFZr,Santa Barbara Diaper Fairy LLC,Update non amex to 25 bps,,
MU78QFhz4vjUBcRTLq52qxeY,Covid Testing LLC,Update non amex to 25 bps,,
MU7bBUkSqSK9LiuxfFh2BbpK,RJF Enterprises Inc,Update non amex to 25 bps,,
MU7bHq2YL9Eb5sVCwfCUtVg5,"THE MARKS LAW FIRM, P.A.",Update non amex to 25 bps,,
MU7BiEvGNwruDdpfLwJhfd4t,Bridgeway Senior Healthcare LLC,Update non amex to 25 bps,,
MU7Bix5pvMH9JKPs1W3zsBVU,Preferred Marketing Inc,Update non amex to 25 bps,,
MU7Bm4YodM7fPL6a2r8KQFr8,Speedway Cycles,Update non amex to 25 bps,,
MU7BxYXkHvq9pjBa7nHGwLPK,Car Cleaning Company Inc,Update non amex to 25 bps,,
MU7CEHfcyG64BkvTUtzy4pH8,MAJA Algonquin LLC,Update non amex to 25 bps,,
MU7CprNBUBcmz1SWs5Cb4JmY,John B Caldieraro III DMD PC,Update non amex to 25 bps,,
MU7CZaJxHDe8FqhUa8GMRHc4,"Bridge Marine Sales, LLC",Update non amex to 25 bps,,
MU7D8LGUr5yKBSaW1ggFy2fV,LJC Aesthetics LLC,Update non amex to 25 bps,,
MU7dK2ZWwMQvqgZoycigfxsz,"Coccio Commodities, LLC",Update non amex to 25 bps,,
MU7EgZDrNcMQ11RpqQhQ7m4C,"310 Properties, LLC",Update non amex to 25 bps,,
MU7EQMNd6uwWir5b6rtZ18w,"Medisurg, Inc",Update non amex to 25 bps,,
MU7eZEiz2wbsNqREC6qyQ97M,Veradyne Unlimited,Update non amex to 25 bps,,
MU7fdtc4P59wdJf4aaD91F8D,"Green Mountain Flavors, Inc.",Update non amex to 25 bps,,
MU7FhzKApNJsh6s6NzuurpXV,Waterloo Poultry Processing LLC,Update non amex to 25 bps,,
MU7fLT4LTQemM4xRYF7fNGPK,Midwest Strength and Performance,Update non amex to 25 bps,,
MU7Fofo87X1Nzjee5fPxngMN,NAMCO MANUFACTURING INC,Update non amex to 25 bps,,
MU7fzmRUzPiNEYFjExkH3ysP,"Michael Titze Company, Inc.",Update non amex to 25 bps,,
MU7GtyWCUqcfn6aBzPkcayLL,Virginia Center for Plastic Surgery,Update non amex to 25 bps,,
MU7iVVkvSoTDbM79NwkZqypA,THE PORCH COMPANY INC,Update non amex to 25 bps,,
MU7j6CjuPny6c4oy2NiACpNg,"Nationwide Educators, LLC",Update non amex to 25 bps,,
MU7jgfokfNPo1enGcLQvQEoY,Aesthetic Enhancements Plastic,Update non amex to 25 bps,,
MU7K9jex5ZNuXoWZSg9sKPKV,4758 SO. PULASKI INC,Update non amex to 25 bps,,
MU7kFxBwpKfNsuwbf7TCNkJa,UPSTATE FARMS OF HIGHLAND INC,Update non amex to 25 bps,,
MU7LZseSW98QRGJvq5kHEXjt,Smart Systems Technology,Update non amex to 25 bps,,
MU7m4L47oGKEudjSDRqwmkWR,Yellow Bowl Restaurant LLC,Update non amex to 25 bps,,
MU7m64mo4V6XuHrWbQKRwyVw,"TWENTY-THREE PERRY STREET, INC.",Update non amex to 25 bps,,
MU7MRDy7yJikr235xZxdHdo8,ROW1 Inc,Update non amex to 25 bps,,
MU7n585XHcyi971qefYemTx2,Frank E Freeman,Update non amex to 25 bps,,
MU7nn28hk2iybKnTHQkdinZH,Rick Vela,Update non amex to 25 bps,,
MU7nph52LekQmzaMsFmK9Xuz,Bob Taylor,Update non amex to 25 bps,,
MU7NQbnozkBJ2xtwcre3vrHr,Matthew Gordon Healy DDS PLLC,Update non amex to 25 bps,,
MU7nQyGujgpb5E1etK3eGTfR,Georgia Baseball Academy,Update non amex to 25 bps,,
MU7o4axiq5yanWqvZUDb2ySs,The Flower Shoppe,Update non amex to 25 bps,,
MU7oCRaTMwsuYb2PdXYNm1VP,Golden Age Companions,Update non amex to 25 bps,,
MU7orYLAzhGTvgNCYtuXrrvs,Blacknight Group LLC,Update non amex to 25 bps,,
MU7pDE76D9e4V48c7nxaMD7v,"Corporate Cabling & Communications, LLC",Update non amex to 25 bps,,
MU7PfYVdzEnAjbmtpEFxvNtk,TriCounty Behavioral,Update non amex to 25 bps,,
MU7PnumBd7yP1hvFE7EW5bdu,"R C Parrish Enterprises, LLC",Update non amex to 25 bps,,
MU7PXtZwQsumFAyGT8qJybmF,Recigno Laboratories LLC,Update non amex to 25 bps,,
MU7roqBPTG45u2b111uLP82n,Uncommon Grounds LLC,Update non amex to 25 bps,,
MU7rpfSVzXNyb8ebxPJat2Na,CARL NEAL,Update non amex to 25 bps,,
MU7ScRSHGNxT449niN4KFpqG,spel group llc,Update non amex to 25 bps,,
MU7scweRXfujwDaGjd3T2jZr,Kristi Prejeant LLC,Update non amex to 25 bps,,
MU7SizJUFCJA3azJdvvNMCmp,Marlo Company,Update non amex to 25 bps,,
MU7SmNiL3ocGdFbLShVjXetw,Cincinnati TR LLC,Update non amex to 25 bps,,
MU7SSEzPsJrvgspfFBLneLQa,Tower of Games LTD,Update non amex to 25 bps,,
MU7TkoZDw6ZdR2pR7CXXXuuG,Total Body Pain Institute LLC,Update non amex to 25 bps,,
MU7tyF9vNPKP6Y3ve5JFrdEc,The College Advisor of New England Inc,Update non amex to 25 bps,,
MU7uLHsS38vJKu7qvuwRxEi5,"Michael G Nadauld, DMD PLLC",Update non amex to 25 bps,,
MU7UXdZ8yKi42nn5qKgS3PQL,Culinary Revolution LLC,Update non amex to 25 bps,,
MU7vhEC2eh8fY7eumMuTf3xj,Mombossco LLC,Update non amex to 25 bps,,
MU7voX6JyQwYU2hC9R4JoVbe,Recigno Laboratories LLC,Update non amex to 25 bps,,
MU7vWr9t6Aibv98r9Xmit3Fe,Arizona State Urological Institute,Update non amex to 25 bps,,
MU7VzXGMQq3ggVz9J9q2F1NZ,Builders Exchange of Washington,Update non amex to 25 bps,,
MU7XUvpykUyAc8tpiNHow3vx,WDJ Jans Corporation,Update non amex to 25 bps,,
MU7y2AGYDnbrFJoCSWg2y5iF,Phebs Services LLC,Update non amex to 25 bps,,
MU7YFTC9iFWzCTEs5FhiShsP,David R Telles DDS APC,Update non amex to 25 bps,,
MU7ywp82uAy586jU7sKSKW6o,Sound Pro of Gwinnett inc,Update non amex to 25 bps,,
MU7zGyX1HXMRPWhwpJmNekUc,Tran Plastic Surgery LLC,Update non amex to 25 bps,,
MU7zosnyuJKopR9YTLnxMF7u,Robert Negrich,Update non amex to 25 bps,,
MU81mjmBBnW6aRuig22siztV,Fix It Accounting Inc,Update non amex to 25 bps,,
MU82qM3yX7UaZVPzJxH76vp9,Cox Cosmetic & Reconstructive Surgery,Update non amex to 25 bps,,
MU82T7i138p2K3PB1mDAAezS,Allied Medical Services INC,Update non amex to 25 bps,,
MU839FSh5tZcGwYSHmyApDwm,Dessa LLC,Update non amex to 25 bps,,
MU83RQrhbwwDaGyziG2xmokj,NJ Siding and Roof contractors,Update non amex to 25 bps,,
MU84b2jXq87eLDpNmmhiSkei,"Jade Phoenix Aesthetic Medicine, PC",Update non amex to 25 bps,,
MU84gqkPRWcP8TyZFgQYzuAW,Prompt Occupational Health Care LLC,Update non amex to 25 bps,,
MU868HL78gLFU6pioXrkZbGb,Los patrones inc,Update non amex to 25 bps,,
MU86CqfY8UbM57t53jhBUhmh,Hull's Sea Lover LLC,Update non amex to 25 bps,,
MU86eyz4sKt3k1G1j9eLxBqM,Spiced LLC,Update non amex to 25 bps,,
MU86i4fjUjQ7Rrn97uGXp5qs,Carports Galore LLC,Update non amex to 25 bps,,
MU87TxQLfGVs8dpoB9EU4Eg7,"Bajio, Inc.",Update non amex to 25 bps,,
MU88j7vu6v2RxjJpty8ZffTS,Dr. Robert Davidson DDS PC,Update non amex to 25 bps,,
MU89pwdCCioRr8ckFzE5izrd,Ali International LLC,Update non amex to 25 bps,,
MU89stk3bQJbxe6cYGcibnE2,Jesse Cummings,Update non amex to 25 bps,,
MU8aKesbEMeuEwtajbf5Bti6,J&B Satellite,Update non amex to 25 bps,,
MU8aTAXCJz8epLxs57u2TE1z,Judith Ferrara Fine Art Gallery LLC,Update non amex to 25 bps,,
MU8B5w5nmVKCCj9JczAXsU31,Galveston Express LLC,Update non amex to 25 bps,,
MU8CHcPFgghwgtbMWae9TkA6,"Vital Sleep Care, PC",Update non amex to 25 bps,,
MU8Cp6D8Yj3VHLRkrA1ezVtf,Prime Healthcare Distributors,Update non amex to 25 bps,,
MU8cVrtwDGbLgbpTkfkw3gTA,NCCCO Services LLC,Update non amex to 25 bps,,
MU8DcABPWCspeh9f4GdBwLFK,Betty Dilley DO LLC,Update non amex to 25 bps,,
MU8dhotJeE1BKe8qi1dRLYvR,Con Tech Manufacturing Inc,Update non amex to 25 bps,,
MU8DVejJGF7CDSuvXzjL55ZP,Americhair Transport Service Inc,Update non amex to 25 bps,,
MU8E51PYGWFAapGoarPbZgDr,"Epic EMS, LLC",Update non amex to 25 bps,,
MU8FEpXxhdXTc6rAibrBjFMm,Kingston Storage LLC,Update non amex to 25 bps,,
MU8Fh8cWki8atX5c1ahkR8Pi,Livingston Dental Group,Update non amex to 25 bps,,
MU8FHAvziNW8wsQRHE5kr4Pq,J  J Games N Hobbies Inc,Update non amex to 25 bps,,
MU8FhtKtQSDUYRGNZnVmXXub,V&S International Company LLC,Update non amex to 25 bps,,
MU8fZGiqw1Yo8FDC9vv24RXE,Karen L Crandall,Update non amex to 25 bps,,
MU8HMbGsSJYZ3DtwssTh5WeU,BWSS INC,Update non amex to 25 bps,,
MU8HRjJ23yKNK6whB7MtGF33,Top1one Hair Depot Inc,Update non amex to 25 bps,,
MU8idQyTuJumraNAkqnxJKfG,BENDIGO ENTERPRISE LLC,Update non amex to 25 bps,,
MU8K3Wj8txRXLkWwM85n6XzC,Rogers Pool Patio & Toy Company Inc,Update non amex to 25 bps,,
MU8Kp65irtVFVXrtUzJoofky,HILTON HEAD GOLF VACATIONS INC,Update non amex to 25 bps,,
MU8kRqaLyfMDE1Mi3oj1rg6G,CARL NEAL,Update non amex to 25 bps,,
MU8KVNQ2SFbDwNPG8X6tpSpH,Diagnostic Radiology Treasure Coast,Update non amex to 25 bps,,
MU8LxDfNm9jcJxEpPsiJSMKt,"Makesense, LLC",Update non amex to 25 bps,,
MU8M56HLKRogWdyiZVLPd7jo,Hala Koudsi MD Inc,Update non amex to 25 bps,,
MU8MNeyDURa1PFGD9CSazo1W,Port-logis Corporation,Update non amex to 25 bps,,
MU8MPrad9asqQdZhfQ6DXo47,New Beginnings Wellness Center & Spa,Update non amex to 25 bps,,
MU8N7j4iwKaqBH7XZuPTquyA,Professional Beauty Services inc,Update non amex to 25 bps,,
MU8NYUZVgLF63WGFNpogKZAr,"Team Hayes, LLC",Update non amex to 25 bps,,
MU8PegXtw577PAhYBj5xA7zW,Cashmaster USA 2020 Inc,Update non amex to 25 bps,,
MU8PK9aADZw9CPRXNHZzCGLq,Mastermind Tax and Financial Services,Update non amex to 25 bps,,
MU8qyX79GwcUQJfmmAMddLV9,Bonita Lakes LLC,Update non amex to 25 bps,,
MU8r75ZPMAVNBsrVHR7wUVFV,Milano,Update non amex to 25 bps,,
MU8Rr6mZtd7bxndniSpS7Byd,"Sievers Poly Tanks, LLC",Update non amex to 25 bps,,
MU8SFMtMkAbJZG4BpLNecoAH,TWAcomm,Update non amex to 25 bps,,
MU8SmfzPX9NRnaX6FdvSYr4u,Original SA-BY Thai LLC,Update non amex to 25 bps,,
MU8srnjTvzkBBiEreFf6FqzH,"Vilate Med Spa, LLC",Update non amex to 25 bps,,
MU8tDfYkTxAZnNNpSDnrLzbV,John McCarter Construction,Update non amex to 25 bps,,
MU8TjeLrwDDwuLkgqgh4nqss,James J Chao MD FACS PC,Update non amex to 25 bps,,
MU8TvWZX951um6keXDp7k3ZK,Bedford Acupuncture,Update non amex to 25 bps,,
MU8TXiWixBxjtTXFSxoWawvy,Golf and Adventure Travel,Update non amex to 25 bps,,
MU8v7knCKf9e5JA7iyRLChPi,Goei Professional Dental Corp,Update non amex to 25 bps,,
MU8VEQMp56AuopV6NoVcrisk,Breedlove Media LLC,Update non amex to 25 bps,,
MU8VSEcPzQ5eTHeUQYJ377Bc,FRED STARRH JR LLC,Update non amex to 25 bps,,
MU8VUcXW5kcWzN8LtBMgcxcx,Storage 105 Texas LLC,Update non amex to 25 bps,,
MU8W7Grci4tCvyRyjhMKvhkf,Math Achievers Tutoring Hub LLC,Update non amex to 25 bps,,
MU8Wey5kurT4EMDmB1dkJTKm,Specialty Coach Training Inc,Update non amex to 25 bps,,
MU8wsAzfxvd9ih5sXLYQgxbL,"REID CPAs, LLP",Update non amex to 25 bps,,
MU8xFJQ6JcyeGz37PLfYWKPp,PureAire Technology,Update non amex to 25 bps,,
MU8xVWywTmETS6CD1muZLtZB,Brothers Davis LLC,Update non amex to 25 bps,,
MU8y7253sgufshh6zXhDxHqq,Environmental Air Solutions LLC,Update non amex to 25 bps,,
MU8YpTAUtpzqhrmKqyyqKxQu,Eola Coffee Company,Update non amex to 25 bps,,
MU8yvCPwCiXRorLxJ9jRTxpr,Youngsma Tax Accounting,Update non amex to 25 bps,,
MU96QBRS3LdNj7dakadPD4qG,"Farmhouse Furnishings, LLC",Update non amex to 25 bps,,
MU96RGmtXqvb9rYkFZSpRNos,Great Graphics Inc,Update non amex to 25 bps,,
MU973aUP5gjQweUExjUuL1XX,Gold Fish LLC,Update non amex to 25 bps,,
MU98HJ7PPR3Bx6Bg6HVwEZYQ,Hamilton Lakes Dentistry,Update non amex to 25 bps,,
MU98xGJdS8YeUPdusZFNzExB,Marcus Evans Inc,Update non amex to 25 bps,,
MU98zmmTwCRbtg4e56L5KfyY,Jeffrey R Brenner DMD Assoc PC,Update non amex to 25 bps,,
MU99AarD4qnoX9xvw5cdMgdL,H & V Mont LLC,Update non amex to 25 bps,,
MU99o5j4qgPomu7mqtBLCZM3,Remove and Haul Technologies LLC,Update non amex to 25 bps,,
MU9boNfeDAv8VzJ8g4ZFPR6P,Brett Veltman PsyD Corperation,Update non amex to 25 bps,,
MU9bukNdbWNjNhYKb249zQXE,ME Plastic Surgery,Update non amex to 25 bps,,
MU9dmzHvWcw8UtKQfQn4qW12,Tin Cans LLC,Update non amex to 25 bps,,
MU9e8v8AaEESGMqV9C8wmEa5,Creed Archery Supply Inc,Update non amex to 25 bps,,
MU9EQwDWZmfEdRRuNXpceh8s,Cabinet Doors Fast LLC,Update non amex to 25 bps,,
MU9FyWyDGxeF2WDyxF1HCWCR,Amanda Stewart,Update non amex to 25 bps,,
MU9GNxdAV9nnfzoRh4r1S7s7,serene smiles pllc,Update non amex to 25 bps,,
MU9GT8BXWohPiSrYcKg583hC,Key West Gallery Inc,Update non amex to 25 bps,,
MU9gvLVBZzN4SHdPnrvw3au9,DILORENZO ENTERPRISES INC,Update non amex to 25 bps,,
MU9Gvnp1UqgkTy7pjuoGgpSf,"EDSE 225 BUSINESS SERVICES,INC",Update non amex to 25 bps,,
MU9H24iRMEDQWFK68va2UdLu,Urzuas Auto Service,Update non amex to 25 bps,,
MU9H9JwHBJkFSMgAgf5stTpg,The Stonebridge Collection Inc,Update non amex to 25 bps,,
MU9Hiye4mbRZSeZHfrPWGZRU,Radiance by Roxanne,Update non amex to 25 bps,,
MU9j1df1Nvy14Lx9LyewquRE,Garage Living Nashville LLC,Update non amex to 25 bps,,
MU9jfiTCGyhaNr8jZ2v5qfPC,St Joseph Dermatopathology,Update non amex to 25 bps,,
MU9jRNhm1QT897hZ5FU6DXYy,Annas Groom Room,Update non amex to 25 bps,,
MU9k2ijkDkoPg19WAZWDJpFB,Amear Tadros,Update non amex to 25 bps,,
MU9KaAvTD9xTaV1FttomBRKU,"ADVANCED ARTIFICIAL EYES, INC.",Update non amex to 25 bps,,
MU9kdMGHVTfLd9RogJb4XMrY,GARCIA AND DAV INSURANCE SERVICES INC,Update non amex to 25 bps,,
MU9LNyhZNjgs9piPErQTpehs,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MU9LxXCYwjqq3wwU7RmktTmL,BEAUTYGOALSBYMICHELLE LLC,Update non amex to 25 bps,,
MU9m2uPvWiyRUaKNQvhApekz,DS Carrizo properties LLC,Update non amex to 25 bps,,
MU9mDjKCmixnLdQMpwN33HXX,KR Dental Group PLLC,Update non amex to 25 bps,,
MU9mZw4Z8i5x8fLfQHonAMPA,Badger Fleet Solutions LLC,Update non amex to 25 bps,,
MU9NiaQJRMemmq8boqibyXo3,Lambiris Plastic Surgery PLLC,Update non amex to 25 bps,,
MU9nukNtd7xLw82HxRi4Rfof,Diehl Automotive Group,Update non amex to 25 bps,,
MU9ouAb5EhTYGJspjTCjyqWg,"Nautical Miles, Inc.",Update non amex to 25 bps,,
MU9owAmy4UjgH1ELdHhCzMuf,Performance Dental Care,Update non amex to 25 bps,,
MU9PoHMoaAAvp2zzA9fvhc6u,"Blue Clouds Health Care, Inc",Update non amex to 25 bps,,
MU9S14nvAk62SmRhgKWPofcL,"Surge Yeti Marketing, LLC",Update non amex to 25 bps,,
MU9SbjK2HCE8mp9XEpRZ7oWt,"More Than Sprouts, LLC",Update non amex to 25 bps,,
MU9Sfw2FUnbxkpL869aPVXhP,Commercial Kitchen Solution,Update non amex to 25 bps,,
MU9sHTWDfpYH6c93GTMdFmgr,Snaidero USA,Update non amex to 25 bps,,
MU9U7FTZcARDpJ6V7E51PoYH,Central Florida Lumber and Supply Company. Inc.,Update non amex to 25 bps,,
MU9UB6U4oRDruHDuB9SYpSuL,"Kuker-Ranken, Inc.",Update non amex to 25 bps,,
MU9UsKQtGPv66E7M6AGbiFy8,World Estimating Services LLC,Update non amex to 25 bps,,
MU9VJQT7UBtWiJ4VkMWp9vCp,Troy Mini Storage LLC,Update non amex to 25 bps,,
MU9VSAhEc7abYdAskXf2kdnx,"Kuker-Ranken, Inc.",Update non amex to 25 bps,,
MU9W3HQxfWRuhtehtXYAc4t1,Suman Sra DDS Inc,Update non amex to 25 bps,,
MU9wow5CH4iveeikXzDCt2fu,Glazer Hammond PLLC,Update non amex to 25 bps,,
MU9WPQHUsY7zw8dCvD8JLCQe,"LEGACY PRINTING AND APPAREL, LLC",Update non amex to 25 bps,,
MU9WVK7QCWuDmra9WUJ8KRaf,Vain 304 Hydration and Wellness,Update non amex to 25 bps,,
MU9xWAxnrJQMHXKhMzahYZJd,Prodigy Plumbing Inc,Update non amex to 25 bps,,
MU9XWprvM6HVFREcGYxxcoLB,Allergy Asthma Treatment Center,Update non amex to 25 bps,,
MU9YnDymSt4jcWgWhPWwbJSV,Zal Construction & Management LLC,Update non amex to 25 bps,,
MU9yNz3KCVLTJG1g732JjxdT,Patricia B Zeffert DDS,Update non amex to 25 bps,,
MU9z7um2g2LpU2i3bHPowavg,Asimakis Inc,Update non amex to 25 bps,,
MU9zQfxWaWSKm5xi8fnYPACa,OC Plastic Surgery INC,Update non amex to 25 bps,,
MU9zUcy5DLMn3iUK2iAow4n3,PIZZA BY ALEX,Update non amex to 25 bps,,
MUa16s1cULcaKCVg2vRSjBMk,ALYCE DESIGNS INC,Update non amex to 25 bps,,
MUa1vMQMiQo4DEsVg5zLq5Bo,Fastener Supply and Tool Inc,Update non amex to 25 bps,,
MUa3QxKFFtwPsdHsUyE7gTYz,Inventronics Inc,Update non amex to 25 bps,,
MUa4cvDxT4u9QE78ibWgX5kp,Franklin Controls Llc,Update non amex to 25 bps,,
MUa4SLmqy9EP8cV9vB9S2v6Y,"DUBUQUE ENT HEAD & NECK SURGERY, PC",Update non amex to 25 bps,,
MUa6fNMD43QtgsSsSRTXMJLk,Rescue Service Electric Inc,Update non amex to 25 bps,,
MUa6Ws4tap8nvFjkKx6Sebbu,Duffield Lane LLC,Update non amex to 25 bps,,
MUa7oe3WbfMLhLxBVEavLHCS,"Great Lakes Tool & Engineering, Inc",Update non amex to 25 bps,,
MUa7VJwmZqFMyLgofgc9ha6q,"William R. Greer, MD, PC",Update non amex to 25 bps,,
MUa9ywx7rVs9XiTioMe1C48e,Evalesco Inc,Update non amex to 25 bps,,
MUaBNQGutK14nBCKZG3GJ1YA,Orlando Magic Ltd,Update non amex to 25 bps,,
MUaboMApYfx1ZrBtLxv9tFaa,Bitters & Bottles,Update non amex to 25 bps,,
MUacFhKh88xRWRKaz26X385x,Perry Hall Dental Care PC,Update non amex to 25 bps,,
MUaCHMxEGiVqBCiMYkkHSsb5,Optimum Wealth Management,Update non amex to 25 bps,,
MUacttmXGJG9DLig2YQxVyJq,Dorsey Dumpster,Update non amex to 25 bps,,
MUadAE4NwjZmkHuz5Z9qJsRU,A to Z Services Springfield LLC,Update non amex to 25 bps,,
MUaDHUQkx34n9Z9Yk1i54HFb,"ASHWAQ DENTAL ONE, LLC",Update non amex to 25 bps,,
MUaDkbBWLYqd2M7J3ZNosU1p,Event NJ Inc,Update non amex to 25 bps,,
MUaeb3sPXpEw6wpqCAxvm4Js,J Ruderman Co LLC,Update non amex to 25 bps,,
MUaeUfXFKcSN5j3y4u4DAGbX,Copper Blade Barbers LLC,Update non amex to 25 bps,,
MUaF6T958Ty6JztZJKWvyBMx,BigPxl LLC,Update non amex to 25 bps,,
MUaFdPysjsHVxv4RU49hYHkF,Patel Plastic Surgery LLC,Update non amex to 25 bps,,
MUaFnRRy6zsyarxW8N7Khihs,Hinkle Termite & Pest Control LLC,Update non amex to 25 bps,,
MUafpH2t74zJ27buAv4J7rdA,Stannah Interstate Lift Inc,Update non amex to 25 bps,,
MUahNx6iLeeK8XkSa65yuoJn,Slot Machines Unlimited,Update non amex to 25 bps,,
MUahWYbqEU9M6RgudCEVBSwZ,Davidson RV Inc,Update non amex to 25 bps,,
MUaJVCrp2ScGwtH9DqhLVudx,evolution tech support corporation,Update non amex to 25 bps,,
MUaK4DW355XMb4vZS5vRZjAr,Pure Autism Counseling Center,Update non amex to 25 bps,,
MUaKN9mFD8u1TkgHmgNUFuMB,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUakoCjMY1ey5QP4e732JHBp,Five Star Professional Pool,Update non amex to 25 bps,,
MUaLBckno6Qgsb168DRSE6HW,Jared S Ellinger DDS,Update non amex to 25 bps,,
MUaLcos54RzFVadT5hTZJPfk,U Rent It We Move U LLC,Update non amex to 25 bps,,
MUaLZK72yjoLmedeZGWgvASB,Walpole Outdoors LLC,Update non amex to 25 bps,,
MUAm843aSVF8P8XiF9SVJqQ,ADVANCED ENGINEERING INSTITUTE,Update non amex to 25 bps,,
MUamAiyWzVa25Z6T798qDWfg,halum industries,Update non amex to 25 bps,,
